Year,Age,Sex,mx
1885,108,Male,NA
1885,109,Female,NA
1885,109,Male,NA
1885,110,Female,NA
1885,110,Male,NA
1886,0,Female,0.14749
1886,0,Male,0.18155
1886,1,Female,0.05508
1886,1,Male,0.05998
1886,2,Female,0.02166
1886,2,Male,0.02260
1886,3,Female,0.01377
1886,3,Male,0.01395
1886,4,Female,0.00964
1886,4,Male,0.00951
1886,5,Female,0.00691
1886,5,Male,0.00676
1886,6,Female,0.00553
1886,6,Male,0.00552
1886,7,Female,0.00449
1886,7,Male,0.00455
1886,8,Female,0.00367
1886,8,Male,0.00373
1886,9,Female,0.00316
1886,9,Male,0.00315
1886,10,Female,0.00294
1886,10,Male,0.00282
1886,11,Female,0.00287
1886,11,Male,0.00266
1886,12,Female,0.00292
1886,12,Male,0.00265
1886,13,Female,0.00307
1886,13,Male,0.00278
1886,14,Female,0.00334
1886,14,Male,0.00308
1886,15,Female,0.00367
1886,15,Male,0.00355
1886,16,Female,0.00402
1886,16,Male,0.00405
1886,17,Female,0.00442
1886,17,Male,0.00450
1886,18,Female,0.00474
1886,18,Male,0.00487
1886,19,Female,0.00499
1886,19,Male,0.00515
1886,20,Female,0.00519
1886,20,Male,0.00537
1886,21,Female,0.00538
1886,21,Male,0.00557
1886,22,Female,0.00551
1886,22,Male,0.00569
1886,23,Female,0.00562
1886,23,Male,0.00578
1886,24,Female,0.00575
1886,24,Male,0.00590
1886,25,Female,0.00595
1886,25,Male,0.00614
1886,26,Female,0.00627
1886,26,Male,0.00649
1886,27,Female,0.00660
1886,27,Male,0.00681
1886,28,Female,0.00684
1886,28,Male,0.00707
1886,29,Female,0.00707
1886,29,Male,0.00732
1886,30,Female,0.00737
1886,30,Male,0.00764
1886,31,Female,0.00771
1886,31,Male,0.00803
1886,32,Female,0.00799
1886,32,Male,0.00838
1886,33,Female,0.00821
1886,33,Male,0.00870
1886,34,Female,0.00846
1886,34,Male,0.00908
1886,35,Female,0.00885
1886,35,Male,0.00967
1886,36,Female,0.00933
1886,36,Male,0.01036
1886,37,Female,0.00975
1886,37,Male,0.01097
1886,38,Female,0.01012
1886,38,Male,0.01152
1886,39,Female,0.01051
1886,39,Male,0.01211
1886,40,Female,0.01091
1886,40,Male,0.01275
1886,41,Female,0.01127
1886,41,Male,0.01335
1886,42,Female,0.01150
1886,42,Male,0.01379
1886,43,Female,0.01168
1886,43,Male,0.01416
1886,44,Female,0.01187
1886,44,Male,0.01461
1886,45,Female,0.01203
1886,45,Male,0.01514
1886,46,Female,0.01235
1886,46,Male,0.01580
1886,47,Female,0.01289
1886,47,Male,0.01658
1886,48,Female,0.01357
1886,48,Male,0.01749
1886,49,Female,0.01452
1886,49,Male,0.01875
1886,50,Female,0.01565
1886,50,Male,0.02038
1886,51,Female,0.01676
1886,51,Male,0.02190
1886,52,Female,0.01782
1886,52,Male,0.02309
1886,53,Female,0.01884
1886,53,Male,0.02415
1886,54,Female,0.01972
1886,54,Male,0.02499
1886,55,Female,0.02055
1886,55,Male,0.02577
1886,56,Female,0.02167
1886,56,Male,0.02688
1886,57,Female,0.02318
1886,57,Male,0.02838
1886,58,Female,0.02493
1886,58,Male,0.03016
1886,59,Female,0.02713
1886,59,Male,0.03249
1886,60,Female,0.03002
1886,60,Male,0.03574
1886,61,Female,0.03299
1886,61,Male,0.03906
1886,62,Female,0.03582
1886,62,Male,0.04205
1886,63,Female,0.03882
1886,63,Male,0.04525
1886,64,Female,0.04158
1886,64,Male,0.04824
1886,65,Female,0.04353
1886,65,Male,0.05055
1886,66,Female,0.04603
1886,66,Male,0.05347
1886,67,Female,0.04971
1886,67,Male,0.05752
1886,68,Female,0.05375
1886,68,Male,0.06198
1886,69,Female,0.05895
1886,69,Male,0.06779
1886,70,Female,0.06647
1886,70,Male,0.07627
1886,71,Female,0.07369
1886,71,Male,0.08448
1886,72,Female,0.07929
1886,72,Male,0.09083
1886,73,Female,0.08526
1886,73,Male,0.09761
1886,74,Female,0.09197
1886,74,Male,0.10513
1886,75,Female,0.09920
1886,75,Male,0.11301
1886,76,Female,0.10683
1886,76,Male,0.12165
1886,77,Female,0.11531
1886,77,Male,0.13140
1886,78,Female,0.12457
1886,78,Male,0.14231
1886,79,Female,0.13565
1886,79,Male,0.15520
1886,80,Female,0.14638
1886,80,Male,0.16795
1886,81,Female,0.16071
1886,81,Male,0.18530
1886,82,Female,0.17621
1886,82,Male,0.20435
1886,83,Female,0.19390
1886,83,Male,0.22764
1886,84,Female,0.21603
1886,84,Male,0.25851
1886,85,Female,0.22020
1886,85,Male,0.25067
1886,86,Female,0.23752
1886,86,Male,0.26916
1886,87,Female,0.25594
1886,87,Male,0.28864
1886,88,Female,0.27547
1886,88,Male,0.30891
1886,89,Female,0.29613
1886,89,Male,0.32995
1886,90,Female,0.31791
1886,90,Male,0.35169
1886,91,Female,0.34104
1886,91,Male,0.37455
1886,92,Female,0.36515
1886,92,Male,0.39782
1886,93,Female,0.39048
1886,93,Male,0.42191
1886,94,Female,0.41711
1886,94,Male,0.44676
1886,95,Female,0.44512
1886,95,Male,0.47226
1886,96,Female,0.47411
1886,96,Male,0.49914
1886,97,Female,0.50517
1886,97,Male,0.52740
1886,98,Female,0.53735
1886,98,Male,0.55483
1886,99,Female,0.57116
1886,99,Male,0.58513
1886,100,Female,0.60771
1886,100,Male,0.62331
1886,101,Female,0.64658
1886,101,Male,0.66598
1886,102,Female,0.68677
1886,102,Male,0.72548
1886,103,Female,0.75000
1886,103,Male,0.85396
1886,104,Female,0.85328
1886,104,Male,1.28155
1886,105,Female,1.02818
1886,105,Male,4.20561
1886,106,Female,1.50289
1886,106,Male,NA
1886,107,Female,4.18868
1886,107,Male,NA
1886,108,Female,NA
1886,108,Male,NA
1886,109,Female,NA
1886,109,Male,NA
1886,110,Female,NA
1886,110,Male,NA
1887,0,Female,0.14147
1887,0,Male,0.17450
1887,1,Female,0.05294
1887,1,Male,0.05780
1887,2,Female,0.02305
1887,2,Male,0.02342
1887,3,Female,0.01516
1887,3,Male,0.01512
1887,4,Female,0.01068
1887,4,Male,0.01112
1887,5,Female,0.00774
1887,5,Male,0.00802
1887,6,Female,0.00594
1887,6,Male,0.00601
1887,7,Female,0.00462
1887,7,Male,0.00456
1887,8,Female,0.00370
1887,8,Male,0.00356
1887,9,Female,0.00313
1887,9,Male,0.00296
1887,10,Female,0.00291
1887,10,Male,0.00277
1887,11,Female,0.00283
1887,11,Male,0.00273
1887,12,Female,0.00286
1887,12,Male,0.00280
1887,13,Female,0.00298
1887,13,Male,0.00295
1887,14,Female,0.00319
1887,14,Male,0.00319
1887,15,Female,0.00351
1887,15,Male,0.00356
1887,16,Female,0.00379
1887,16,Male,0.00394
1887,17,Female,0.00410
1887,17,Male,0.00432
1887,18,Female,0.00449
1887,18,Male,0.00465
1887,19,Female,0.00485
1887,19,Male,0.00490
1887,20,Female,0.00518
1887,20,Male,0.00509
1887,21,Female,0.00549
1887,21,Male,0.00528
1887,22,Female,0.00574
1887,22,Male,0.00545
1887,23,Female,0.00588
1887,23,Male,0.00556
1887,24,Female,0.00594
1887,24,Male,0.00565
1887,25,Female,0.00601
1887,25,Male,0.00580
1887,26,Female,0.00618
1887,26,Male,0.00608
1887,27,Female,0.00647
1887,27,Male,0.00646
1887,28,Female,0.00674
1887,28,Male,0.00682
1887,29,Female,0.00694
1887,29,Male,0.00712
1887,30,Female,0.00713
1887,30,Male,0.00741
1887,31,Female,0.00742
1887,31,Male,0.00779
1887,32,Female,0.00776
1887,32,Male,0.00823
1887,33,Female,0.00804
1887,33,Male,0.00864
1887,34,Female,0.00827
1887,34,Male,0.00901
1887,35,Female,0.00856
1887,35,Male,0.00944
1887,36,Female,0.00898
1887,36,Male,0.01007
1887,37,Female,0.00947
1887,37,Male,0.01076
1887,38,Female,0.00993
1887,38,Male,0.01138
1887,39,Female,0.01034
1887,39,Male,0.01194
1887,40,Female,0.01077
1887,40,Male,0.01253
1887,41,Female,0.01122
1887,41,Male,0.01317
1887,42,Female,0.01163
1887,42,Male,0.01375
1887,43,Female,0.01190
1887,43,Male,0.01413
1887,44,Female,0.01213
1887,44,Male,0.01445
1887,45,Female,0.01240
1887,45,Male,0.01487
1887,46,Female,0.01265
1887,46,Male,0.01539
1887,47,Female,0.01306
1887,47,Male,0.01605
1887,48,Female,0.01371
1887,48,Male,0.01685
1887,49,Female,0.01449
1887,49,Male,0.01782
1887,50,Female,0.01558
1887,50,Male,0.01920
1887,51,Female,0.01685
1887,51,Male,0.02100
1887,52,Female,0.01805
1887,52,Male,0.02267
1887,53,Female,0.01916
1887,53,Male,0.02402
1887,54,Female,0.02020
1887,54,Male,0.02526
1887,55,Female,0.02103
1887,55,Male,0.02626
1887,56,Female,0.02179
1887,56,Male,0.02723
1887,57,Female,0.02291
1887,57,Male,0.02859
1887,58,Female,0.02450
1887,58,Male,0.03037
1887,59,Female,0.02638
1887,59,Male,0.03244
1887,60,Female,0.02875
1887,60,Male,0.03510
1887,61,Female,0.03181
1887,61,Male,0.03868
1887,62,Female,0.03498
1887,62,Male,0.04232
1887,63,Female,0.03814
1887,63,Male,0.04566
1887,64,Female,0.04155
1887,64,Male,0.04921
1887,65,Female,0.04468
1887,65,Male,0.05247
1887,66,Female,0.04678
1887,66,Male,0.05486
1887,67,Female,0.04944
1887,67,Male,0.05789
1887,68,Female,0.05335
1887,68,Male,0.06205
1887,69,Female,0.05767
1887,69,Male,0.06669
1887,70,Female,0.06323
1887,70,Male,0.07280
1887,71,Female,0.07098
1887,71,Male,0.08150
1887,72,Female,0.07825
1887,72,Male,0.08974
1887,73,Female,0.08404
1887,73,Male,0.09625
1887,74,Female,0.09023
1887,74,Male,0.10324
1887,75,Female,0.09717
1887,75,Male,0.11113
1887,76,Female,0.10472
1887,76,Male,0.11991
1887,77,Female,0.11269
1887,77,Male,0.12953
1887,78,Female,0.12175
1887,78,Male,0.14029
1887,79,Female,0.13170
1887,79,Male,0.15241
1887,80,Female,0.14075
1887,80,Male,0.16341
1887,81,Female,0.15479
1887,81,Male,0.18150
1887,82,Female,0.17019
1887,82,Male,0.20151
1887,83,Female,0.18668
1887,83,Male,0.22346
1887,84,Female,0.20530
1887,84,Male,0.25064
1887,85,Female,0.20820
1887,85,Male,0.24051
1887,86,Female,0.22347
1887,86,Male,0.25710
1887,87,Female,0.23947
1887,87,Male,0.27417
1887,88,Female,0.25623
1887,88,Male,0.29175
1887,89,Female,0.27373
1887,89,Male,0.30961
1887,90,Female,0.29195
1887,90,Male,0.32765
1887,91,Female,0.31087
1887,91,Male,0.34573
1887,92,Female,0.33054
1887,92,Male,0.36416
1887,93,Female,0.35072
1887,93,Male,0.38225
1887,94,Female,0.37159
1887,94,Male,0.40042
1887,95,Female,0.39319
1887,95,Male,0.41844
1887,96,Female,0.41552
1887,96,Male,0.43613
1887,97,Female,0.43833
1887,97,Male,0.45476
1887,98,Female,0.46289
1887,98,Male,0.47407
1887,99,Female,0.48838
1887,99,Male,0.49132
1887,100,Female,0.51526
1887,100,Male,0.51264
1887,101,Female,0.54482
1887,101,Male,0.54273
1887,102,Female,0.57830
1887,102,Male,0.58052
1887,103,Female,0.61325
1887,103,Male,0.65306
1887,104,Female,0.68957
1887,104,Male,0.87611
1887,105,Female,0.86786
1887,105,Male,1.61739
1887,106,Female,1.34458
1887,106,Male,NA
1887,107,Female,6.00000
1887,107,Male,NA
1887,108,Female,NA
1887,108,Male,NA
1887,109,Female,NA
1887,109,Male,NA
1887,110,Female,NA
1887,110,Male,NA
1888,0,Female,0.13317
1888,0,Male,0.16608
1888,1,Female,0.04776
1888,1,Male,0.05252
1888,2,Female,0.02040
1888,2,Male,0.02149
1888,3,Female,0.01339
1888,3,Male,0.01380
1888,4,Female,0.00954
1888,4,Male,0.00974
1888,5,Female,0.00698
1888,5,Male,0.00705
1888,6,Female,0.00546
1888,6,Male,0.00552
1888,7,Female,0.00425
1888,7,Male,0.00428
1888,8,Female,0.00345
1888,8,Male,0.00343
1888,9,Female,0.00299
1888,9,Male,0.00292
1888,10,Female,0.00282
1888,10,Male,0.00268
1888,11,Female,0.00277
1888,11,Male,0.00258
1888,12,Female,0.00280
1888,12,Male,0.00260
1888,13,Female,0.00291
1888,13,Male,0.00273
1888,14,Female,0.00312
1888,14,Male,0.00298
1888,15,Female,0.00340
1888,15,Male,0.00331
1888,16,Female,0.00370
1888,16,Male,0.00369
1888,17,Female,0.00394
1888,17,Male,0.00409
1888,18,Female,0.00419
1888,18,Male,0.00447
1888,19,Female,0.00454
1888,19,Male,0.00481
1888,20,Female,0.00484
1888,20,Male,0.00509
1888,21,Female,0.00511
1888,21,Male,0.00532
1888,22,Female,0.00539
1888,22,Male,0.00555
1888,23,Female,0.00562
1888,23,Male,0.00574
1888,24,Female,0.00575
1888,24,Male,0.00583
1888,25,Female,0.00582
1888,25,Male,0.00587
1888,26,Female,0.00596
1888,26,Male,0.00600
1888,27,Female,0.00623
1888,27,Male,0.00626
1888,28,Female,0.00659
1888,28,Male,0.00662
1888,29,Female,0.00689
1888,29,Male,0.00696
1888,30,Female,0.00711
1888,30,Male,0.00724
1888,31,Female,0.00732
1888,31,Male,0.00753
1888,32,Female,0.00762
1888,32,Male,0.00792
1888,33,Female,0.00797
1888,33,Male,0.00838
1888,34,Female,0.00823
1888,34,Male,0.00880
1888,35,Female,0.00843
1888,35,Male,0.00919
1888,36,Female,0.00867
1888,36,Male,0.00964
1888,37,Female,0.00904
1888,37,Male,0.01028
1888,38,Female,0.00947
1888,38,Male,0.01100
1888,39,Female,0.00988
1888,39,Male,0.01165
1888,40,Female,0.01025
1888,40,Male,0.01226
1888,41,Female,0.01065
1888,41,Male,0.01293
1888,42,Female,0.01109
1888,42,Male,0.01367
1888,43,Female,0.01146
1888,43,Male,0.01435
1888,44,Female,0.01171
1888,44,Male,0.01483
1888,45,Female,0.01193
1888,45,Male,0.01528
1888,46,Female,0.01224
1888,46,Male,0.01586
1888,47,Female,0.01255
1888,47,Male,0.01654
1888,48,Female,0.01299
1888,48,Male,0.01732
1888,49,Female,0.01368
1888,49,Male,0.01822
1888,50,Female,0.01455
1888,50,Male,0.01929
1888,51,Female,0.01575
1888,51,Male,0.02081
1888,52,Female,0.01715
1888,52,Male,0.02273
1888,53,Female,0.01845
1888,53,Male,0.02442
1888,54,Female,0.01966
1888,54,Male,0.02568
1888,55,Female,0.02080
1888,55,Male,0.02678
1888,56,Female,0.02170
1888,56,Male,0.02760
1888,57,Female,0.02252
1888,57,Male,0.02844
1888,58,Female,0.02377
1888,58,Male,0.02979
1888,59,Female,0.02553
1888,59,Male,0.03164
1888,60,Female,0.02761
1888,60,Male,0.03388
1888,61,Female,0.03022
1888,61,Male,0.03680
1888,62,Female,0.03345
1888,62,Male,0.04070
1888,63,Female,0.03680
1888,63,Male,0.04474
1888,64,Female,0.04028
1888,64,Male,0.04869
1888,65,Female,0.04397
1888,65,Male,0.05288
1888,66,Female,0.04712
1888,66,Male,0.05652
1888,67,Female,0.04921
1888,67,Male,0.05927
1888,68,Female,0.05196
1888,68,Male,0.06273
1888,69,Female,0.05604
1888,69,Male,0.06724
1888,70,Female,0.06062
1888,70,Male,0.07227
1888,71,Female,0.06660
1888,71,Male,0.07887
1888,72,Female,0.07459
1888,72,Male,0.08780
1888,73,Female,0.08198
1888,73,Male,0.09587
1888,74,Female,0.08827
1888,74,Male,0.10226
1888,75,Female,0.09514
1888,75,Male,0.10904
1888,76,Female,0.10319
1888,76,Male,0.11724
1888,77,Female,0.11184
1888,77,Male,0.12667
1888,78,Female,0.12097
1888,78,Male,0.13698
1888,79,Female,0.13159
1888,79,Male,0.14837
1888,80,Female,0.13902
1888,80,Male,0.15647
1888,81,Female,0.15355
1888,81,Male,0.17323
1888,82,Female,0.16989
1888,82,Male,0.19360
1888,83,Female,0.18770
1888,83,Male,0.21644
1888,84,Female,0.20633
1888,84,Male,0.24173
1888,85,Female,0.20856
1888,85,Male,0.23545
1888,86,Female,0.22429
1888,86,Male,0.25276
1888,87,Female,0.24081
1888,87,Male,0.27091
1888,88,Female,0.25806
1888,88,Male,0.28986
1888,89,Female,0.27606
1888,89,Male,0.30973
1888,90,Female,0.29475
1888,90,Male,0.33028
1888,91,Female,0.31410
1888,91,Male,0.35145
1888,92,Female,0.33405
1888,92,Male,0.37314
1888,93,Female,0.35467
1888,93,Male,0.39577
1888,94,Female,0.37552
1888,94,Male,0.41862
1888,95,Female,0.39698
1888,95,Male,0.44222
1888,96,Female,0.41901
1888,96,Male,0.46635
1888,97,Female,0.44153
1888,97,Male,0.49085
1888,98,Female,0.46447
1888,98,Male,0.51833
1888,99,Female,0.48951
1888,99,Male,0.54808
1888,100,Female,0.51623
1888,100,Male,0.57539
1888,101,Female,0.54403
1888,101,Male,0.61185
1888,102,Female,0.57715
1888,102,Male,0.67186
1888,103,Female,0.61721
1888,103,Male,0.75605
1888,104,Female,0.66339
1888,104,Male,0.95034
1888,105,Female,0.79932
1888,105,Male,2.11765
1888,106,Female,1.32487
1888,106,Male,NA
1888,107,Female,6.00000
1888,107,Male,NA
1888,108,Female,NA
1888,108,Male,NA
1888,109,Female,NA
1888,109,Male,NA
1888,110,Female,NA
1888,110,Male,NA
1889,0,Female,0.14137
1889,0,Male,0.17604
1889,1,Female,0.05609
1889,1,Male,0.05999
1889,2,Female,0.02207
1889,2,Male,0.02286
1889,3,Female,0.01410
1889,3,Male,0.01432
1889,4,Female,0.01014
1889,4,Male,0.01022
1889,5,Female,0.00729
1889,5,Male,0.00731
1889,6,Female,0.00558
1889,6,Male,0.00559
1889,7,Female,0.00426
1889,7,Male,0.00425
1889,8,Female,0.00333
1889,8,Male,0.00329
1889,9,Female,0.00283
1889,9,Male,0.00276
1889,10,Female,0.00268
1889,10,Male,0.00257
1889,11,Female,0.00265
1889,11,Male,0.00251
1889,12,Female,0.00270
1889,12,Male,0.00255
1889,13,Female,0.00283
1889,13,Male,0.00270
1889,14,Female,0.00305
1889,14,Male,0.00296
1889,15,Female,0.00334
1889,15,Male,0.00328
1889,16,Female,0.00362
1889,16,Male,0.00359
1889,17,Female,0.00391
1889,17,Male,0.00391
1889,18,Female,0.00409
1889,18,Male,0.00424
1889,19,Female,0.00428
1889,19,Male,0.00454
1889,20,Female,0.00457
1889,20,Male,0.00479
1889,21,Female,0.00481
1889,21,Male,0.00499
1889,22,Female,0.00503
1889,22,Male,0.00518
1889,23,Female,0.00526
1889,23,Male,0.00540
1889,24,Female,0.00545
1889,24,Male,0.00560
1889,25,Female,0.00553
1889,25,Male,0.00571
1889,26,Female,0.00560
1889,26,Male,0.00582
1889,27,Female,0.00575
1889,27,Male,0.00601
1889,28,Female,0.00605
1889,28,Male,0.00634
1889,29,Female,0.00644
1889,29,Male,0.00674
1889,30,Female,0.00675
1889,30,Male,0.00712
1889,31,Female,0.00698
1889,31,Male,0.00743
1889,32,Female,0.00721
1889,32,Male,0.00774
1889,33,Female,0.00756
1889,33,Male,0.00815
1889,34,Female,0.00796
1889,34,Male,0.00863
1889,35,Female,0.00826
1889,35,Male,0.00904
1889,36,Female,0.00849
1889,36,Male,0.00940
1889,37,Female,0.00878
1889,37,Male,0.00983
1889,38,Female,0.00918
1889,38,Male,0.01045
1889,39,Female,0.00962
1889,39,Male,0.01113
1889,40,Female,0.01004
1889,40,Male,0.01174
1889,41,Female,0.01044
1889,41,Male,0.01233
1889,42,Female,0.01087
1889,42,Male,0.01298
1889,43,Female,0.01132
1889,43,Male,0.01372
1889,44,Female,0.01171
1889,44,Male,0.01439
1889,45,Female,0.01195
1889,45,Male,0.01484
1889,46,Female,0.01220
1889,46,Male,0.01528
1889,47,Female,0.01257
1889,47,Male,0.01589
1889,48,Female,0.01292
1889,48,Male,0.01659
1889,49,Female,0.01340
1889,49,Male,0.01738
1889,50,Female,0.01414
1889,50,Male,0.01829
1889,51,Female,0.01508
1889,51,Male,0.01943
1889,52,Female,0.01641
1889,52,Male,0.02105
1889,53,Female,0.01794
1889,53,Male,0.02309
1889,54,Female,0.01934
1889,54,Male,0.02486
1889,55,Female,0.02062
1889,55,Male,0.02619
1889,56,Female,0.02184
1889,56,Male,0.02741
1889,57,Female,0.02277
1889,57,Male,0.02831
1889,58,Female,0.02361
1889,58,Male,0.02922
1889,59,Female,0.02495
1889,59,Male,0.03072
1889,60,Female,0.02689
1889,60,Male,0.03277
1889,61,Female,0.02919
1889,61,Male,0.03521
1889,62,Female,0.03206
1889,62,Male,0.03839
1889,63,Female,0.03550
1889,63,Male,0.04251
1889,64,Female,0.03907
1889,64,Male,0.04677
1889,65,Female,0.04289
1889,65,Male,0.05097
1889,66,Female,0.04669
1889,66,Male,0.05509
1889,67,Female,0.04983
1889,67,Male,0.05855
1889,68,Female,0.05194
1889,68,Male,0.06129
1889,69,Female,0.05482
1889,69,Male,0.06482
1889,70,Female,0.05905
1889,70,Male,0.06929
1889,71,Female,0.06391
1889,71,Male,0.07438
1889,72,Female,0.07026
1889,72,Male,0.08112
1889,73,Female,0.07833
1889,73,Male,0.08978
1889,74,Female,0.08559
1889,74,Male,0.09726
1889,75,Female,0.09214
1889,75,Male,0.10351
1889,76,Female,0.09961
1889,76,Male,0.11074
1889,77,Female,0.10850
1889,77,Male,0.11984
1889,78,Female,0.11792
1889,78,Male,0.13057
1889,79,Female,0.12781
1889,79,Male,0.14225
1889,80,Female,0.13427
1889,80,Male,0.14902
1889,81,Female,0.14754
1889,81,Male,0.16393
1889,82,Female,0.16363
1889,82,Male,0.18312
1889,83,Female,0.18169
1889,83,Male,0.20690
1889,84,Female,0.20111
1889,84,Male,0.23381
1889,85,Female,0.20156
1889,85,Male,0.22749
1889,86,Female,0.21683
1889,86,Male,0.24538
1889,87,Female,0.23290
1889,87,Male,0.26449
1889,88,Female,0.24974
1889,88,Male,0.28483
1889,89,Female,0.26727
1889,89,Male,0.30641
1889,90,Female,0.28550
1889,90,Male,0.32940
1889,91,Female,0.30437
1889,91,Male,0.35367
1889,92,Female,0.32383
1889,92,Male,0.37916
1889,93,Female,0.34384
1889,93,Male,0.40584
1889,94,Female,0.36437
1889,94,Male,0.43433
1889,95,Female,0.38499
1889,95,Male,0.46393
1889,96,Female,0.40616
1889,96,Male,0.49556
1889,97,Female,0.42788
1889,97,Male,0.52871
1889,98,Female,0.44990
1889,98,Male,0.56378
1889,99,Female,0.47237
1889,99,Male,0.60619
1889,100,Female,0.49846
1889,100,Male,0.65548
1889,101,Female,0.52722
1889,101,Male,0.70112
1889,102,Female,0.55839
1889,102,Male,0.77188
1889,103,Female,0.59861
1889,103,Male,0.91819
1889,104,Female,0.65722
1889,104,Male,1.19436
1889,105,Female,0.72608
1889,105,Male,2.34783
1889,106,Female,1.05509
1889,106,Male,NA
1889,107,Female,6.00000
1889,107,Male,NA
1889,108,Female,NA
1889,108,Male,NA
1889,109,Female,NA
1889,109,Male,NA
1889,110,Female,NA
1889,110,Male,NA
1890,0,Female,0.14496
1890,0,Male,0.17825
1890,1,Female,0.05638
1890,1,Male,0.06008
1890,2,Female,0.02351
1890,2,Male,0.02414
1890,3,Female,0.01504
1890,3,Male,0.01496
1890,4,Female,0.01054
1890,4,Male,0.01087
1890,5,Female,0.00759
1890,5,Male,0.00784
1890,6,Female,0.00588
1890,6,Male,0.00598
1890,7,Female,0.00453
1890,7,Male,0.00451
1890,8,Female,0.00358
1890,8,Male,0.00348
1890,9,Female,0.00302
1890,9,Male,0.00287
1890,10,Female,0.00284
1890,10,Male,0.00266
1890,11,Female,0.00279
1890,11,Male,0.00262
1890,12,Female,0.00283
1890,12,Male,0.00267
1890,13,Female,0.00297
1890,13,Male,0.00285
1890,14,Female,0.00323
1890,14,Male,0.00318
1890,15,Female,0.00357
1890,15,Male,0.00360
1890,16,Female,0.00388
1890,16,Male,0.00396
1890,17,Female,0.00416
1890,17,Male,0.00428
1890,18,Female,0.00443
1890,18,Male,0.00462
1890,19,Female,0.00458
1890,19,Male,0.00496
1890,20,Female,0.00471
1890,20,Male,0.00526
1890,21,Female,0.00498
1890,21,Male,0.00553
1890,22,Female,0.00522
1890,22,Male,0.00577
1890,23,Female,0.00544
1890,23,Male,0.00601
1890,24,Female,0.00571
1890,24,Male,0.00630
1890,25,Female,0.00595
1890,25,Male,0.00657
1890,26,Female,0.00608
1890,26,Male,0.00673
1890,27,Female,0.00620
1890,27,Male,0.00690
1890,28,Female,0.00643
1890,28,Male,0.00717
1890,29,Female,0.00686
1890,29,Male,0.00761
1890,30,Female,0.00737
1890,30,Male,0.00813
1890,31,Female,0.00773
1890,31,Male,0.00861
1890,32,Female,0.00802
1890,32,Male,0.00900
1890,33,Female,0.00832
1890,33,Male,0.00941
1890,34,Female,0.00875
1890,34,Male,0.00995
1890,35,Female,0.00923
1890,35,Male,0.01056
1890,36,Female,0.00958
1890,36,Male,0.01107
1890,37,Female,0.00984
1890,37,Male,0.01151
1890,38,Female,0.01017
1890,38,Male,0.01206
1890,39,Female,0.01061
1890,39,Male,0.01283
1890,40,Female,0.01109
1890,40,Male,0.01367
1890,41,Female,0.01156
1890,41,Male,0.01443
1890,42,Female,0.01200
1890,42,Male,0.01519
1890,43,Female,0.01249
1890,43,Male,0.01605
1890,44,Female,0.01301
1890,44,Male,0.01702
1890,45,Female,0.01344
1890,45,Male,0.01789
1890,46,Female,0.01373
1890,46,Male,0.01848
1890,47,Female,0.01406
1890,47,Male,0.01907
1890,48,Female,0.01455
1890,48,Male,0.01987
1890,49,Female,0.01502
1890,49,Male,0.02078
1890,50,Female,0.01563
1890,50,Male,0.02176
1890,51,Female,0.01655
1890,51,Male,0.02288
1890,52,Female,0.01775
1890,52,Male,0.02430
1890,53,Female,0.01945
1890,53,Male,0.02636
1890,54,Female,0.02141
1890,54,Male,0.02892
1890,55,Female,0.02317
1890,55,Male,0.03106
1890,56,Female,0.02480
1890,56,Male,0.03266
1890,57,Female,0.02632
1890,57,Male,0.03409
1890,58,Female,0.02745
1890,58,Male,0.03506
1890,59,Female,0.02844
1890,59,Male,0.03605
1890,60,Female,0.03009
1890,60,Male,0.03782
1890,61,Female,0.03251
1890,61,Male,0.04028
1890,62,Female,0.03538
1890,62,Male,0.04324
1890,63,Female,0.03893
1890,63,Male,0.04709
1890,64,Female,0.04303
1890,64,Male,0.05196
1890,65,Female,0.04720
1890,65,Male,0.05690
1890,66,Female,0.05158
1890,66,Male,0.06153
1890,67,Female,0.05584
1890,67,Male,0.06598
1890,68,Female,0.05927
1890,68,Male,0.06963
1890,69,Female,0.06158
1890,69,Male,0.07269
1890,70,Female,0.06488
1890,70,Male,0.07680
1890,71,Female,0.06978
1890,71,Male,0.08188
1890,72,Female,0.07549
1890,72,Male,0.08780
1890,73,Female,0.08303
1890,73,Male,0.09577
1890,74,Female,0.09202
1890,74,Male,0.10538
1890,75,Female,0.09979
1890,75,Male,0.11336
1890,76,Female,0.10760
1890,76,Male,0.12109
1890,77,Female,0.11673
1890,77,Male,0.13034
1890,78,Female,0.12774
1890,78,Male,0.14224
1890,79,Female,0.13921
1890,79,Male,0.15668
1890,80,Female,0.14529
1890,80,Male,0.16453
1890,81,Female,0.15899
1890,81,Male,0.18098
1890,82,Female,0.17524
1890,82,Male,0.20064
1890,83,Female,0.19512
1890,83,Male,0.22643
1890,84,Female,0.21730
1890,84,Male,0.25895
1890,85,Female,0.21653
1890,85,Male,0.24712
1890,86,Female,0.23294
1890,86,Male,0.26605
1890,87,Female,0.25019
1890,87,Male,0.28619
1890,88,Female,0.26832
1890,88,Male,0.30760
1890,89,Female,0.28727
1890,89,Male,0.33025
1890,90,Female,0.30694
1890,90,Male,0.35411
1890,91,Female,0.32745
1890,91,Male,0.37963
1890,92,Female,0.34861
1890,92,Male,0.40638
1890,93,Female,0.37037
1890,93,Male,0.43439
